x,y,z,colorb_v,colorv_i,lum,Mv,mv,hipno,vx,vy,vz,speed,starname
11.39,15.18,30.85,0.62,0.69,0.00995,5.0,7.8,74674,28.69,8.71,-10.52,31.77,"1515+3319"
102.89,82.19,208.87,-0.08,-0.06,0.993,0.0,7.0,74678,8.99,11.49,4.71,15.33,"1515+2538"
143.95,-32.42,105.09,-0.07,-0.05,0.179,1.9,8.2,74680,10.40,-3.66,-16.06,19.48,"1515-1441"
34.24,0.79,35.75,0.18,0.20,0.138,2.1,5.6,74689,-14.07,0.99,13.49,19.52,"1515+0022 4 Ser"
42.67,-28.38,7.31,0.21,0.23,0.111,2.4,6.0,74696,1.97,21.05,3.67,21.46,"1515-4804"
184.84,10.91,200.92,1.59,2.99,0.176,1.9,9.1,74704,-18.02,4.33,-1.24,18.58,"1516+0210"
331.26,-191.37,92.98,0.56,0.68,13.5,-2.8,5.2,74707,-31.25,14.56,2.01,34.53,"1516-4129"
90.18,29.69,128.79,0.88,0.89,0.36,1.1,7.1,74711,7.49,1.97,-11.69,14.02,"1516+1328"
229.49,-138.44,56.82,-0.13,-0.12,2.85,-1.1,6.0,74716,-15.29,14.33,-0.06,20.95,"1516-4329"
126.98,-41.86,75.14,1.36,1.32,1.46,-0.4,5.5,74732,-8.47,1.69,19.00,20.87,"1516-2224"
530.85,223.86,817.37,0.00,0.00,0.113,2.4,12.4,74739,-99.39,-108.45,-106.61,181.68,"1516+1626"
64.70,14.88,83.85,0.34,0.34,0.23,1.6,6.7,74749,6.26,20.97,-19.13,29.06,"1516+0942"
447.95,-380.14,-29.19,-0.06,-0.08,17.5,-3.1,5.7,74750,7.60,4.72,-0.41,8.96,"1516-6054 del Cir"
-18.07,163.98,188.67,1.50,1.53,0.562,0.6,7.6,74756,-21.47,-52.93,-0.68,57.12,"1516+6005"
99.78,-19.62,75.38,0.22,0.24,0.202,1.7,7.2,74765,20.01,23.34,2.49,30.84,"1516-1302"
28.84,-3.56,24.43,0.75,0.79,0.0104,5.0,7.8,74771,-11.53,-23.61,-28.63,38.86,"1516-0817"
309.48,109.64,448.15,1.02,0.99,1.44,-0.4,8.3,74776,-74.77,11.82,33.43,82.75,"1516+1413"
761.55,-646.11,-50.79,-0.08,-0.06,96.4,-5.0,5.0,74778,4.20,-4.01,-4.61,7.41,"1516-6057 del Cir"
37.64,-5.27,31.03,-0.07,-0.08,2.18,-0.8,2.6,74785,-28.63,1.02,-6.25,29.32,"1517-0923 bet Lib Zuben Elschemali"
-28.92,85.34,78.45,1.37,1.34,1.4,-0.4,5.0,74793,10.33,6.86,-7.41,14.45,"1517+7149 11 UMi Pherkad Minor"
286.90,127.50,447.26,1.54,1.76,1.29,-0.3,8.4,74794,-43.20,-48.22,29.54,71.17,"1517+1704"
47.15,147.12,231.78,1.10,1.18,0.252,1.5,8.7,74817,34.40,-9.15,-3.49,35.76,"1517+4347"
22.99,-18.69,-0.58,0.09,0.08,0.207,1.7,4.1,74824,3.04,-7.38,-1.74,8.17,"1517-5848 bet Cir"
265.13,275.48,609.42,1.08,1.04,0.634,0.5,9.8,74826,-71.10,-108.64,-8.52,130.12,"1517+2936"
85.14,-75.73,-10.38,1.26,1.20,1.5,-0.4,4.8,74837,8.72,21.56,11.32,25.86,"1517-6337 eps Cir"
179.42,-98.64,54.47,1.25,1.21,0.52,0.7,7.3,74847,-33.59,-4.45,11.74,35.86,"1517-3948"
149.79,48.97,209.89,1.45,1.45,0.235,1.6,8.7,74855,-26.09,-22.55,1.15,34.51,"1517+1310"
80.06,-34.05,36.72,1.10,1.03,1.62,-0.5,4.3,74857,4.54,13.34,6.61,15.56,"1517-3009 2 Lup"
30.71,34.62,73.71,1.02,1.00,0.137,2.2,6.9,74868,33.80,-6.69,-10.91,36.14,"1517+3049"
67.93,-38.33,19.17,0.18,0.16,0.195,1.8,6.3,74875,20.20,22.93,-3.72,30.78,"1518-4104"
115.62,137.56,286.08,-0.04,-0.01,0.85,0.2,7.8,74881,15.39,-8.75,6.77,18.96,"1518+3138"
15.58,13.55,32.27,0.57,0.64,0.0339,3.7,6.6,74893,0.45,29.56,-17.59,34.40,"1518+2650"
43.28,24.92,73.72,0.97,0.96,0.424,0.9,5.7,74896,6.26,5.57,2.96,8.89,"1518+2034"
211.61,3.78,213.04,1.51,1.54,4.01,-1.5,5.9,74901,-9.56,6.00,7.81,13.73,"1518-0028"
73.89,-48.25,12.47,-0.09,-0.07,1.56,-0.5,4.3,74911,12.30,-8.67,5.07,15.88,"1518-4753 mu Lup"
143.39,-16.93,119.80,1.15,1.11,0.355,1.1,7.5,74918,6.96,-2.62,9.63,12.16,"1518-0823"
260.12,-113.31,114.11,1.21,1.16,3.15,-1.2,6.2,74929,-17.33,10.99,-2.66,20.70,"1518-3113"
28.58,7.32,37.17,0.50,0.57,0.0323,3.7,7.1,74930,-32.89,-4.40,-15.24,36.51,"1518+1025"
32.04,26.03,63.87,0.57,0.64,0.021,4.2,8.6,74933,11.15,-33.35,44.84,56.98,"1518+2546"
646.76,-480.40,35.84,1.74,2.34,10.2,-2.5,7.0,74936,-21.90,-6.30,3.52,23.06,"1518-5421"
-61.10,653.73,754.26,1.60,1.61,5.25,-1.8,8.2,74938,-31.26,-13.98,-57.04,66.53,"1518+5931"
766.66,-640.40,-46.10,-0.09,-0.07,67.3,-4.6,5.4,74941,-9.10,-0.71,-2.90,9.57,"1518-6030"
39.55,-38.58,-9.29,0.01,0.04,2.23,-0.9,2.9,74946,-6.14,3.59,10.41,12.61,"1518-6841 gam TrA"
133.68,-74.57,38.04,-0.10,-0.08,1.44,-0.4,5.6,74950,9.88,-8.79,4.59,14.00,"1518-4047 GG Lup"
14.22,11.50,28.21,0.74,0.78,0.00719,5.4,8.0,74954,-35.19,-67.85,28.40,81.53,"1518+2541"
217.00,-2.20,208.88,0.32,0.37,0.259,1.5,8.9,74972,123.03,25.95,-118.80,172.99,"1519-0210"
16.99,1.09,17.91,0.54,0.61,0.0589,3.1,5.0,74975,101.66,2.22,-3.52,101.75,"1519+0146 5 Ser"
143.56,-18.19,117.21,1.42,2.89,0.576,0.6,7.0,74982,39.93,-10.94,-17.26,44.86,"1519-0908"
12.65,95.26,130.52,0.10,0.11,0.24,1.6,7.6,74987,-6.53,7.29,2.69,10.15,"1519+5012"
4.78,-0.50,4.03,1.60,2.53,2.32e-05,11.6,10.6,74995,-18.65,-9.94,17.26,27.29,"1519-0743"
28.41,35.82,72.04,0.23,0.21,0.214,1.7,6.3,75000,-8.27,-2.30,-3.27,9.19,"1519+3231"
100.80,-51.20,34.48,0.96,0.95,0.467,0.8,6.2,75003,-7.16,-69.65,-31.03,76.58,"1519-3706"
724.39,-676.05,-134.99,0.57,0.68,20.3,-3.3,6.7,75018,-25.55,0.83,-5.29,26.10,"1519-6629"
34.52,-4.02,28.40,0.55,0.62,0.0196,4.3,7.5,75038,59.87,-4.42,-10.28,60.90,"1520-0839"
3.47,39.34,51.97,0.12,0.14,0.234,1.6,5.7,75043,8.80,24.86,11.22,28.66,"1520+5158"
409.00,153.65,584.73,1.65,2.06,5.53,-1.9,7.5,75046,-87.96,-39.56,15.13,97.63,"1520+1433"
31.39,32.74,70.74,1.01,0.99,0.441,0.9,5.5,75049,-22.60,-48.22,-13.02,54.82,"1520+2937 omi CrB"
158.20,176.99,371.09,0.47,0.55,0.421,0.9,9.2,75057,-1.80,-25.36,-21.24,33.12,"1520+3041"
31.35,1.23,31.67,0.80,0.84,0.004,6.0,9.2,75069,41.80,-6.46,-42.09,59.67,"1520+0014"
275.88,-261.70,-57.74,-0.09,-0.10,4.59,-1.7,6.3,75091,-8.25,5.09,-1.26,9.78,"1520-6729"
8.89,29.08,44.34,0.37,0.43,0.101,2.5,6.1,75093,37.89,9.18,5.90,39.43,"1520+4426"
329.94,-251.53,6.56,0.16,0.18,3.28,-1.3,6.8,75095,-8.91,-1.70,2.14,9.32,"1520-5607"
-35.29,105.69,96.31,0.06,0.12,13.7,-2.8,3.0,75097,-6.45,7.22,5.11,10.95,"1520+7150 gam UMi Pherkad"
26.81,-0.22,25.40,1.06,1.02,0.0397,3.5,6.3,75101,-35.07,-37.70,-14.39,53.46,"1520-0225"
15.40,18.14,37.05,0.53,0.59,0.0337,3.7,6.9,75104,-44.13,-3.68,2.97,44.39,"1520+3128"
158.99,-40.30,102.52,1.02,1.09,1.29,-0.3,6.2,75110,22.43,-29.20,-23.80,43.84,"1520-1810 28 Lib"
271.65,-58.07,188.26,1.25,1.20,1.23,-0.2,7.4,75112,-14.51,-11.74,-3.28,18.95,"1520-1522"
44.27,-9.56,30.53,0.39,0.46,0.104,2.5,6.1,75118,16.15,23.37,9.46,29.94,"1521-1533 omi Lib"
52.36,2.65,53.26,1.19,1.18,0.405,1.0,5.3,75119,27.29,-22.04,6.06,35.60,"1521+0043 6 Ser"
19.35,15.61,37.64,1.31,1.51,0.00088,7.6,10.9,75124,2.27,-24.59,-16.17,29.52,"1521+2533"
74.40,57.77,141.95,1.26,1.22,0.829,0.2,6.4,75125,8.83,-9.74,15.66,20.44,"1521+2457"
61.97,-4.08,54.11,1.05,0.99,0.413,1.0,5.5,75127,-24.31,0.64,-5.43,24.91,"1521-0549"
147.47,-11.61,126.37,1.16,1.12,0.435,0.9,7.3,75131,32.32,42.56,14.90,55.49,"1521-0636"
133.32,-72.93,37.37,-0.23,-0.23,12.6,-2.8,3.2,75141,-1.65,-3.15,0.02,3.56,"1521-4039 del Lup"
185.40,216.87,442.27,0.97,0.95,1.56,-0.5,8.1,75143,19.14,-19.49,12.24,29.94,"1521+3122"
831.76,-234.73,503.07,1.66,2.53,2.09,-0.8,9.2,75144,259.97,-124.03,125.88,314.35,"1521-2023"
105.60,-54.39,33.64,-0.08,-0.06,0.359,1.1,6.6,75151,0.57,2.15,2.22,3.14,"1521-3813"
107.04,-40.87,51.51,0.52,0.59,0.0851,2.7,8.2,75162,-24.34,6.52,8.92,26.73,"1521-2755"
59.01,44.13,110.06,0.04,0.06,0.221,1.6,7.2,75163,-4.84,-8.63,6.15,11.65,"1521+2420"
83.30,-45.61,23.17,0.07,0.06,0.314,1.3,6.2,75164,0.97,5.37,0.39,5.47,"1521-4045"
153.11,57.24,215.24,1.50,3.56,0.0808,2.7,9.9,75170,14.86,20.96,17.83,31.27,"1521+1418"
111.58,56.56,174.92,1.20,1.16,0.367,1.1,7.8,75174,-60.55,-18.75,-32.60,71.27,"1521+1826"
85.83,-41.93,29.92,1.53,1.59,3.74,-1.4,3.6,75177,-40.27,-26.86,-10.09,49.44,"1521-3616 phi1 Lup"
25.12,32.57,63.62,-0.05,-0.03,0.404,1.0,5.4,75178,-6.69,3.25,9.47,12.04,"1521+3256 50 Boo"
12.12,-7.85,1.87,0.64,0.71,0.0116,4.8,5.7,75181,-112.32,-31.87,44.42,124.92,"1521-4819 nu2 Lup"
14.11,-0.63,12.54,1.31,1.53,0.000587,8.1,9.5,75201,-17.01,-2.21,9.72,19.72,"1522-0446"
28.51,-18.27,4.56,0.52,0.59,0.118,2.3,5.0,75206,-16.39,-4.90,0.49,17.11,"1522-4756 nu1 Lup"
348.89,262.20,647.98,0.07,0.08,0.741,0.3,9.8,75223,-66.29,36.64,9.16,76.29,"1522+2422"
779.28,-625.93,-30.45,0.91,0.91,7.59,-2.2,7.8,75224,-58.11,31.13,11.62,66.94,"1522-5908"
80.14,26.18,107.25,-0.01,0.01,0.567,0.6,6.3,75230,13.97,14.71,9.74,22.50,"1522+1234 7 Ser"
120.32,97.83,232.33,1.24,1.20,1,-0.0,7.2,75233,20.46,14.97,-20.94,32.88,"1522+2537"
17.18,-2.36,13.24,0.97,1.02,0.00309,6.3,8.0,75253,8.79,-3.20,-5.49,10.85,"1522-1039"
28.19,-18.02,4.49,0.66,0.72,0.00966,5.0,7.7,75255,-48.29,-33.51,2.40,58.83,"1522-4755"
-13.36,95.37,103.60,-0.03,-0.01,0.804,0.2,6.0,75256,37.69,-4.49,-2.87,38.06,"1522+6203"
194.41,406.23,676.88,1.63,1.65,39.5,-4.0,5.6,75257,56.06,-14.27,-1.83,57.88,"1522+3935"
-13.24,79.32,84.17,1.31,1.28,0.698,0.4,5.7,75260,55.02,-37.78,0.22,66.74,"1522+6320"
291.46,19.74,297.10,0.77,0.81,0.164,2.0,10.1,75263,-329.05,50.36,-135.02,359.22,"1522+0115"
130.65,-77.80,27.70,-0.19,-0.20,10.7,-2.6,3.4,75264,6.35,-6.48,4.84,10.29,"1522-4441 eps Lup"
17.74,1.26,18.15,0.99,1.04,0.00315,6.3,8.3,75266,-11.72,-48.68,-9.14,50.89,"1522+0125"
69.84,66.23,145.94,0.98,0.96,0.345,1.2,7.4,75275,9.89,17.32,-5.27,20.63,"1522+2803"
10.38,5.47,16.36,0.80,0.83,0.00554,5.6,7.2,75277,-12.70,3.37,12.38,18.06,"1522+1855"
162.08,-58.40,80.39,1.12,1.08,0.883,0.1,6.5,75288,8.10,30.41,-0.52,31.48,"1522-2641"
194.46,-39.28,133.71,1.60,1.62,1.49,-0.4,6.5,75294,15.85,27.68,26.91,41.73,"1523-1508"
45.40,7.66,51.60,0.53,0.60,0.0291,3.8,8.0,75303,-35.22,2.56,-17.15,39.26,"1523+0602"
159.75,-78.48,53.56,-0.15,-0.16,5.28,-1.8,4.5,75304,1.27,-7.12,1.35,7.36,"1523-3652 phi2 Lup"
32.10,-26.47,-2.23,0.49,0.56,0.0954,2.6,5.7,75308,3.53,-0.91,11.53,12.09,"1523-6039"
254.46,-3.54,232.69,1.07,1.04,0.505,0.7,8.4,75309,1.73,14.19,-7.28,16.04,"1523-0316"
6.90,7.54,15.57,0.58,0.65,0.035,3.6,5.0,75312,25.51,11.04,-4.51,28.16,"1523+3017 eta CrB"
573.18,213.16,791.22,1.33,1.29,4.53,-1.6,8.4,75321,67.82,10.77,-31.35,75.49,"1523+1402"
121.78,-97.75,-5.35,0.17,0.18,3.94,-1.5,4.5,75323,-17.94,10.29,-10.83,23.35,"1523-5919 gam Cir"
72.60,-5.05,61.29,1.05,1.02,0.11,2.4,7.3,75325,78.92,-29.55,16.41,85.85,"1523-0636"
181.71,37.47,214.08,-0.10,-0.08,0.202,1.7,9.0,75328,10.32,0.79,66.37,67.18,"1523+0738"
318.07,-70.15,210.09,1.39,1.41,1.33,-0.3,7.6,75330,50.45,-28.87,-3.28,58.21,"1523-1633"
39.63,1.13,38.04,0.26,0.28,0.109,2.4,6.1,75342,21.92,23.91,-8.83,33.61,"1523-0101 8 Ser"
147.90,-23.37,108.38,1.04,1.01,1.76,-0.6,5.7,75352,-18.34,-27.14,-9.02,33.97,"1523-1222"
327.03,115.95,441.84,0.96,0.95,1.38,-0.3,8.4,75356,42.49,35.70,-21.51,59.52,"1523+1321"
23.43,82.15,120.77,1.21,1.17,0.817,0.2,6.1,75369,1.29,4.19,4.46,6.26,"1524+4516"
-7.30,31.91,31.80,0.69,0.74,0.00671,5.4,8.7,75370,-8.51,-49.54,19.17,53.80,"1524+6633"
110.91,188.23,329.39,0.22,0.24,0.0874,2.6,10.6,75373,9.62,-24.96,2.89,26.90,"1524+3652"
488.69,-417.71,-54.21,0.34,0.40,0.878,0.1,9.2,75377,-1.07,3.86,4.64,6.13,"1524-6240"
25.53,-3.21,19.63,0.45,0.52,0.113,2.4,4.9,75379,4.69,-7.91,-6.38,11.19,"1524-1019 eps Lib"
102.71,28.76,129.16,0.18,0.20,0.319,1.2,7.4,75382,-3.78,13.63,-6.95,15.75,"1524+1033"
486.25,-148.23,268.11,1.50,1.93,1.35,-0.3,8.5,75393,39.21,15.64,-46.39,62.72,"1524-2254"
225.83,-9.21,196.36,1.20,1.17,0.289,1.3,8.7,75396,-26.38,-3.17,3.21,26.76,"1524-0505"
-14.80,29.13,21.52,0.58,0.65,0.0125,4.8,7.7,75407,25.85,36.80,-20.70,49.51,"1524+8153"
10.16,17.89,30.86,0.31,0.35,0.26,1.5,4.3,75411,-19.65,1.11,10.86,22.48,"1524+3723 mu2 Boo"
10.23,17.97,31.03,0.60,0.64,0.0346,3.7,6.5,75415,-18.23,3.63,13.25,22.83,"1524+3720"
308.40,-216.35,22.00,1.16,1.12,1.2,-0.2,7.7,75430,-6.07,21.89,3.01,22.92,"1524-5251"
241.69,504.93,828.63,1.08,1.04,1.09,-0.1,9.9,75435,-42.61,20.91,-4.98,47.73,"1524+3938"
101.31,-52.93,28.98,-0.09,-0.07,0.998,0.0,5.4,75439,-7.07,-9.38,-12.16,16.90,"1524-3943 ups Lup"
-1.43,20.66,23.51,1.17,1.07,0.474,0.8,3.3,75458,7.23,8.74,-1.16,11.41,"1524+5858 iot Dra Ed Asich"
126.35,-63.31,39.07,0.09,0.10,0.328,1.2,7.0,75476,3.99,-5.95,2.38,7.55,"1525-3810"
56.62,-17.66,30.35,0.58,0.65,0.018,4.4,8.5,75478,-6.76,5.65,-5.94,10.62,"1525-2340"
8.03,34.46,48.66,0.61,0.68,0.0696,2.9,6.8,75479,6.65,-10.65,5.33,13.64,"1525+4703"
98.79,-50.14,29.61,0.00,0.02,1.9,-0.7,4.6,75501,-6.42,-4.16,14.97,16.81,"1525-3844"
348.60,-8.77,304.52,0.96,0.95,0.359,1.1,9.4,75526,-15.98,48.37,-24.96,56.73,"1525-0430"
158.51,66.82,223.07,1.65,1.84,6.85,-2.1,5.2,75530,-3.31,-8.23,1.31,8.96,"1525+1526 tau1 Ser"
21.51,11.98,33.72,0.62,0.69,0.0546,3.2,6.3,75535,3.52,6.89,10.42,12.98,"1525+1929"
61.89,1.12,57.15,0.82,0.86,0.00478,5.8,10.4,75538,87.22,13.29,-50.72,101.76,"1525-0204"
20.98,-7.32,10.17,1.04,1.10,0.00177,6.9,8.8,75542,-80.95,-34.44,40.07,96.67,"1525-2642"
58.96,184.80,273.83,1.40,1.35,1.54,-0.5,7.2,75541,16.07,28.65,-20.01,38.46,"1525+4418"
52.78,-35.23,5.47,0.52,0.59,0.016,4.5,8.5,75555,17.19,16.60,6.21,24.69,"1526-5047"
83.94,42.95,126.75,0.61,0.68,0.177,1.9,7.9,75560,14.53,16.94,-4.13,22.69,"1526+1810"
73.34,-69.63,-17.13,1.00,0.98,0.463,0.8,5.9,75565,60.75,40.70,-27.11,77.99,"1526-6819"
48.09,68.39,124.72,1.41,1.42,1.48,-0.4,5.5,75572,-83.18,-35.70,12.13,91.33,"1526+3420"
572.26,229.65,787.26,-0.05,-0.03,6.73,-2.1,7.9,75577,34.42,-3.66,-63.28,72.13,"1526+1441"
157.91,151.43,321.77,1.34,1.30,1.56,-0.5,7.5,75583,55.70,11.38,22.39,61.10,"1526+2807"
157.05,43.21,192.13,1.64,1.85,1.03,-0.0,7.0,75584,-22.29,-17.62,-29.95,41.28,"1526+1002"
3.43,69.99,86.39,0.08,0.09,0.328,1.2,6.4,75587,20.68,16.27,0.36,26.31,"1526+5401"
32.98,240.24,314.12,-0.12,-0.11,1.13,-0.1,7.9,75641,-4.09,-4.00,-1.64,5.95,"1527+5037"
111.27,-52.84,36.12,-0.15,-0.15,1.08,-0.1,5.5,75647,1.70,-1.76,2.97,3.85,"1527-3646"
155.60,-136.46,-23.83,1.65,1.67,2.26,-0.9,5.7,75665,-11.87,5.94,-0.19,13.28,"1527-6432"
102.71,-9.32,79.77,1.08,1.04,0.156,2.0,7.6,75673,-96.75,-16.02,-7.75,98.37,"1527-0856"
107.93,86.25,197.42,1.65,1.95,2.29,-0.9,6.0,75674,20.89,8.19,-3.77,22.75,"1527+2506"
-7.72,56.81,60.38,0.13,0.15,0.169,1.9,6.5,75678,25.81,18.65,0.27,31.85,"1527+6216"
96.63,-82.16,-11.84,1.05,1.02,0.171,1.9,7.4,75689,-31.91,0.98,11.54,33.95,"1527-6301"
-139.60,698.21,702.15,0.00,0.00,0.0705,2.9,12.9,75691,-349.65,-166.91,62.57,392.46,"1527+6524"
858.90,-276.27,431.24,1.19,1.03,10.1,-2.5,7.5,75694,58.49,-32.75,8.86,67.62,"1527-2510"
13.82,14.10,28.86,0.32,0.37,0.42,0.9,3.7,75695,-24.26,-2.54,10.45,26.54,"1527+2906 bet CrB Nusakan"
-12.46,122.94,134.27,1.44,1.44,1.45,-0.4,5.9,75696,7.83,-26.38,-17.56,32.64,"1527+6040"
644.87,-713.30,-274.50,3.81,2.88,4.41,-1.6,8.4,75707,-22.24,11.17,14.46,28.78,"1528-7555"
724.36,-311.73,269.38,0.02,0.04,7.07,-2.1,7.5,75711,59.94,-230.47,7.73,238.26,"1528-3332"
15.72,-1.49,12.05,0.79,0.86,0.00692,5.4,6.9,75718,30.62,-5.89,-12.35,33.54,"1528-0920"
16.47,-1.56,12.62,0.87,0.92,0.00406,6.0,7.6,75722,32.92,-5.88,-12.50,35.70,"1528-0921"
116.85,79.67,196.53,0.48,0.56,0.227,1.6,8.5,75725,-55.76,-6.06,-5.20,56.33,"1528+2229"
201.84,-96.73,63.15,1.61,2.60,0.857,0.2,7.0,75727,51.94,-2.97,-17.48,54.88,"1528-3721"
231.54,-47.29,147.45,1.54,1.61,4.3,-1.6,5.6,75730,14.05,1.80,-45.39,47.54,"1528-1643 zet1 Lib"
32.63,-47.94,-27.88,0.30,0.35,0.105,2.4,6.5,75736,-29.34,6.88,11.77,32.36,"1528-8808 BP Oct"
379.96,-254.95,32.45,1.07,1.03,7.64,-2.2,6.1,75742,-9.95,16.12,0.54,18.95,"1528-5136"
144.06,-13.09,110.70,1.50,1.53,0.156,2.0,8.3,75746,72.63,11.88,41.60,84.54,"1528-0909"
15.22,29.37,47.89,0.37,0.43,0.0714,2.9,6.7,75752,8.62,14.15,-12.71,20.88,"1528+3843"
26.52,2.70,26.35,0.24,0.27,0.122,2.3,5.2,75761,-2.24,0.53,6.16,6.57,"1528+0151 10 Ser"
243.40,-20.36,188.68,1.53,1.58,0.771,0.3,7.7,75763,-57.12,-15.42,18.90,62.11,"1528-0844"
-23.50,191.75,205.01,0.13,0.14,1.38,-0.3,6.9,75764,0.13,16.82,4.21,17.34,"1528+6143"
20.07,85.32,117.82,0.10,0.10,0.748,0.3,6.2,75770,-3.34,-2.63,1.37,4.46,"1528+4712"
-0.79,28.27,32.53,0.49,0.56,0.032,3.7,6.9,75783,-46.60,-28.86,2.41,54.86,"1528+5726"
1.47,58.89,70.44,0.08,0.05,0.222,1.6,6.5,75788,-6.25,15.42,-0.92,16.67,"1528+5512"
-7.87,16.44,12.44,0.67,0.73,0.0115,4.9,6.6,75809,-6.11,-10.08,5.84,13.16,"1529+8026"
45.11,-29.09,5.01,0.77,0.84,0.0246,4.0,7.7,75819,-61.12,-10.95,18.10,64.68,"1529-4957"
-18.45,142.73,151.24,1.37,1.34,1.29,-0.3,6.3,75822,6.96,-34.06,-2.65,34.86,"1529+6206"
240.12,217.54,462.83,0.82,0.85,1.22,-0.2,8.5,75823,-56.92,-21.62,14.60,62.62,"1529+2705"
230.78,-138.42,37.69,1.73,1.76,5.81,-1.9,5.3,75828,-15.58,15.78,4.69,22.67,"1529-4644"
-7.75,16.18,12.24,0.80,0.83,0.00567,5.6,7.3,75829,0.15,-20.44,-2.98,20.66,"1529+8027"
24.30,4.74,26.55,0.71,0.76,0.000554,8.1,10.9,75839,-17.40,-68.50,-48.93,85.96,"1529+0608"
-203.29,455.44,357.25,1.09,3.45,0.758,0.3,9.2,75847,-35.41,-75.67,28.45,88.26,"1529+7838"
74.68,-15.64,46.22,0.40,0.46,0.168,1.9,6.7,75848,-32.04,4.30,9.44,33.68,"1529-1726"
32.87,71.77,111.95,0.30,0.35,0.126,2.2,7.9,75896,-38.76,3.61,11.72,40.65,"1530+4023"
52.21,61.13,115.89,0.20,0.24,0.523,0.7,6.5,75919,11.99,-1.55,10.67,16.13,"1530+3117"
29.52,49.48,82.85,1.15,1.11,0.251,1.5,6.5,75928,-20.61,4.15,27.55,34.66,"1530+3648"
61.15,-15.36,34.33,0.19,0.21,0.171,1.9,6.2,75939,3.54,13.06,-6.33,14.94,"1530-2044"
307.44,480.60,821.28,0.40,0.46,0.363,1.1,11.1,75942,26.36,-63.02,64.88,94.21,"1530+3547"
144.59,-27.98,90.80,1.06,1.02,1.41,-0.4,5.8,75944,18.49,27.99,-6.28,34.13,"1530-1637 zet3 Lib"
649.40,162.61,742.86,0.58,0.65,0.265,1.4,11.4,75946,-663.93,-1659.02,844.55,1976.46,"1530+0823"
35.71,51.15,89.88,0.04,0.05,0.226,1.6,6.8,75953,0.19,-6.87,-3.91,7.91,"1530+3427"
32.84,8.39,37.68,0.38,0.44,0.0605,3.0,6.6,75971,13.08,20.21,2.14,24.17,"1530+0834"
62.75,141.68,217.90,1.59,1.71,6.89,-2.1,5.0,75973,23.63,13.67,-8.36,28.55,"1530+4050 nu1 Boo"
-11.60,68.01,69.12,0.98,0.96,0.482,0.8,5.7,75974,-49.09,-1.80,29.72,57.41,"1530+6413"
714.01,77.03,695.88,0.41,0.48,1.02,-0.0,10.0,75982,-211.85,-352.43,268.14,490.91,"1531+0141"
777.91,-28.21,627.74,1.36,1.33,1.94,-0.7,9.3,75987,-12.40,44.99,-8.58,47.45,"1531-0623"
215.05,-0.46,181.94,1.11,1.08,0.225,1.6,8.9,75989,-7.84,29.35,1.23,30.41,"1531-0421"
20.51,33.90,56.62,0.53,0.60,0.133,2.2,6.4,76006,0.85,-14.76,-33.35,36.48,"1531+3637"
-79.68,189.07,151.59,1.54,1.61,6.51,-2.0,5.0,76008,-15.78,-40.73,21.67,48.76,"1531+7721 the UMi"
210.06,-218.64,-75.66,-0.15,-0.14,6.76,-2.1,5.4,76013,36.99,-35.40,-29.91,59.30,"1531-7323 kap1 Aps"
41.89,-10.03,23.70,0.55,0.62,0.00624,5.5,9.0,76028,-30.55,8.12,-9.72,33.07,"1531-2009"
62.42,-14.94,35.32,0.22,0.24,0.165,2.0,6.3,76033,-43.81,1.78,-10.18,45.01,"1531-2010"
30.97,70.14,107.14,0.09,0.15,1.77,-0.6,5.0,76041,9.44,-3.87,-0.35,10.21,"1531+4054 nu2 Boo"
121.83,-49.70,45.08,0.07,0.07,0.49,0.8,6.5,76048,8.38,-3.76,5.77,10.84,"1531-3253"
46.83,-22.58,13.24,0.21,0.23,0.0927,2.6,6.2,76063,0.72,-3.65,0.47,3.75,"1532-3837"
181.43,-62.63,79.89,0.31,0.36,0.283,1.4,8.0,76068,23.26,17.13,8.27,30.05,"1532-2809"
75.21,34.75,103.12,-0.04,-0.02,0.569,0.6,6.2,76069,-5.38,12.64,-5.78,14.90,"1532+1603 tau2 Ser"
5.15,-2.66,1.25,1.52,2.40,6.65e-05,10.4,9.3,76074,3.50,-31.26,6.82,32.19,"1532-4116"
111.67,-7.37,84.86,1.02,1.00,0.0452,3.4,9.1,76086,30.24,25.26,7.54,40.12,"1532-0832"
59.21,-13.57,33.75,0.20,0.19,0.305,1.3,5.5,76106,-18.88,8.62,-13.72,24.88,"1532-1940"
19.37,6.21,23.27,0.66,0.72,0.0124,4.8,7.2,76114,-26.57,25.78,-9.84,38.31,"1532+1058"
198.43,-37.41,121.87,-0.15,-0.20,3.41,-1.3,5.5,76126,9.71,-5.14,4.40,11.83,"1532-1651 zet4 Lib"
35.63,41.99,77.82,-0.13,-0.12,2.01,-0.8,4.1,76127,-0.99,-3.77,-8.33,9.20,"1532+3122 the CrB"
61.56,3.75,55.42,1.09,1.05,0.434,0.9,5.5,76133,1.83,-1.72,-7.31,7.73,"1532-0111 11 Ser"
88.17,-25.81,43.44,0.33,0.38,0.324,1.2,6.3,76143,1.00,-5.51,1.18,5.72,"1533-2429"
21.29,-22.54,-8.22,1.01,1.05,0.00266,6.4,9.0,76147,25.70,-35.59,-21.72,48.98,"1533-7420"
